company,sub_industry,type_company,location,url_page_details
Aatral-Technologies-India-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560102
",https://www.fundoodata.com/companies-detail/Aatral-Technologies-India-Pvt-Ltd/143047.html?&pageno=121
Aavanor-Systems-Pvt.-Ltd," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600040
",https://www.fundoodata.com/companies-detail/Aavanor-Systems-Pvt.-Ltd/114072.html?&pageno=122
Aayam-Infotech-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Patna / Bihar 
	- 800004
",https://www.fundoodata.com/companies-detail/Aayam-Infotech-Pvt-Ltd/148550.html?&pageno=123
,,,,
AB-Innovative-Software-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560100
",https://www.fundoodata.com/companies-detail/AB-Innovative-Software-Pvt-Ltd/82473.html?&pageno=124
AB-Logics-Pvt-Ltd," IT Software , QA -Testing, IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560092
",https://www.fundoodata.com/companies-detail/AB-Logics-Pvt-Ltd/100447.html?&pageno=125
Abacus-Consultancy-Services-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Indore / Madhya Pradesh 
	- 452001
",https://www.fundoodata.com/companies-detail/Abacus-Consultancy-Services-Pvt-Ltd/76224.html?&pageno=126
Abacus-Desk-IT-Solutions-Pvt.-Ltd," IT Software , QA -Testing
"," SMEs
"," Faridabad / Haryana 
	- 121001
",https://www.fundoodata.com/companies-detail/Abacus-Desk-IT-Solutions-Pvt.-Ltd/44648.html?&pageno=127
Abacus-Infotech," IT Software , QA -Testing
"," SMEs
"," Mumbai / Maharashtra 
	- 400066
",https://www.fundoodata.com/companies-detail/Abacus-Infotech/2054.html?&pageno=128
Abacus-Peripherals-Pvt-Ltd," IT- Hardware
"," Industry Top
"," Mumbai / Maharashtra 
	- 400059
",https://www.fundoodata.com/companies-detail/Abacus-Peripherals-Pvt-Ltd/48496.html?&pageno=129
Abacus-Softech-Ltd," IT Software , QA -Testing
"," SMEs
"," New Delhi / Delhi 
	- 110091
",https://www.fundoodata.com/companies-detail/Abacus-Softech-Ltd/129.html?&pageno=130
ABAS-Software-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Gurgaon/Gurugram / Haryana 
	- 122001
",https://www.fundoodata.com/companies-detail/ABAS-Software-Solutions-Pvt-Ltd/148474.html?&pageno=131
Abax-Soft-Solutions," IT Software , QA -Testing
"," SMEs
"," Indore / Madhya Pradesh 
	- 452001
",https://www.fundoodata.com/companies-detail/Abax-Soft-Solutions/87490.html?&pageno=132
ABC-for-Java-and-Testing," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560040
",https://www.fundoodata.com/companies-detail/ABC-for-Java-and-Testing/131994.html?&pageno=133
ABC-Info-Soft-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Noida / Uttar Pradesh 
	- 201301
",https://www.fundoodata.com/companies-detail/ABC-Info-Soft-Pvt-Ltd/82112.html?&pageno=134
ABC-Infomedia-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Erode / Tamil Nadu 
	- 638003
",https://www.fundoodata.com/companies-detail/ABC-Infomedia-Pvt-Ltd/147918.html?&pageno=135
ABC-Systems-Pvt-Ltd.," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," New Delhi / Delhi 
	- 110001
",https://www.fundoodata.com/companies-detail/ABC-Systems-Pvt-Ltd./102533.html?&pageno=136
ABCON-Engineering-&-Systems-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560025
",https://www.fundoodata.com/companies-detail/ABCON-Engineering-&-Systems-Pvt-Ltd/62352.html?&pageno=137
Abhinav-InfoSoft-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Gwalior / Madhya Pradesh 
	- 474003
",https://www.fundoodata.com/companies-detail/Abhinav-InfoSoft-Pvt-Ltd/147345.html?&pageno=138
Abhitech-IT-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Lucknow / Uttar Pradesh 
	- 226016
",https://www.fundoodata.com/companies-detail/Abhitech-IT-Solutions-Pvt-Ltd/102304.html?&pageno=139
Abhiwyakti---Wings-to-Creativity," IT Software , QA -Testing
"," SMEs
"," New Delhi / Delhi 
	- 110015
",https://www.fundoodata.com/companies-detail/Abhiwyakti---Wings-to-Creativity/141349.html?&pageno=140
Abiba-Systems-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560085
",https://www.fundoodata.com/companies-detail/Abiba-Systems-Pvt-Ltd/117444.html?&pageno=141
ABIT-Corp," IT Software , QA -Testing
"," SMEs
"," Indore / Madhya Pradesh 
	- 452016
",https://www.fundoodata.com/companies-detail/ABIT-Corp/142349.html?&pageno=142
Able-Air--O--Technology," IT Software , QA -Testing
"," SMEs
"," Kolkata / West Bengal 
	- 700034
",https://www.fundoodata.com/companies-detail/Able-Air--O--Technology/147344.html?&pageno=143
,,,,
Ably-Soft-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Mohali / Chandigarh 
	- 160071
",https://www.fundoodata.com/companies-detail/Ably-Soft-Pvt-Ltd/123587.html?&pageno=144
ABM-Knowledgeware-Ltd," IT Software , QA -Testing
"," Industry Top
"," Mumbai / Maharashtra 
	- 400050
",https://www.fundoodata.com/companies-detail/ABM-Knowledgeware-Ltd/4529.html?&pageno=145
Abrif-Technologies-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Hyderabad / Telangana 
	- 500034
",https://www.fundoodata.com/companies-detail/Abrif-Technologies-Pvt-Ltd/105491.html?&pageno=146
ABS-India-Pvt-Ltd.," IT- Telecom
"," Industry Top
"," Bangalore / Bengaluru / Karnataka 
	- 560008
",https://www.fundoodata.com/companies-detail/ABS-India-Pvt-Ltd./44191.html?&pageno=147
ABS-Infotech-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," New Delhi / Delhi 
	- 110019
",https://www.fundoodata.com/companies-detail/ABS-Infotech-Pvt-Ltd/62138.html?&pageno=148
ABs-Infotel," IT- Hardware
"," SMEs
"," Vadodara / Gujarat 
	- 390005
",https://www.fundoodata.com/companies-detail/ABs-Infotel/124581.html?&pageno=149
Absolute-Networks-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Mumbai / Maharashtra 
	- 400069
",https://www.fundoodata.com/companies-detail/Absolute-Networks-Pvt-Ltd/113353.html?&pageno=150
ABSTech-Logiks-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600024
",https://www.fundoodata.com/companies-detail/ABSTech-Logiks-Pvt-Ltd/71564.html?&pageno=151
ABTInfo.net," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Coimbatore / Tamil Nadu 
	- 641018
",https://www.fundoodata.com/companies-detail/ABTInfo.net/87279.html?&pageno=152
Abydos-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," New Delhi / Delhi 
	- 110025
",https://www.fundoodata.com/companies-detail/Abydos-Technologies-Pvt-Ltd/108905.html?&pageno=153
Abzooba-India-Infotech-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security
"," MNC
"," Kolkata / West Bengal 
	- 700091
",https://www.fundoodata.com/companies-detail/Abzooba-India-Infotech-Pvt-Ltd/151170.html?&pageno=154
AC-Drives-&-Technology-Pvt-Ltd," IT- Hardware
"," SMEs
"," Ahmedabad / Gujarat 
	- 382415
",https://www.fundoodata.com/companies-detail/AC-Drives-&-Technology-Pvt-Ltd/144535.html?&pageno=155
Acadecraft-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Noida / Uttar Pradesh 
	- 201301
",https://www.fundoodata.com/companies-detail/Acadecraft-Pvt-Ltd/142259.html?&pageno=156
Academy-for-Integrated-Systems-&-Solutions," IT Software , QA -Testing
"," SMEs
"," Hyderabad / Telangana 
	- 500082
",https://www.fundoodata.com/companies-detail/Academy-for-Integrated-Systems-&-Solutions/45790.html?&pageno=157
Accel-Frontline-Ltd," BPO , KPO , Call centre, IT- Network Admin , Database , Datacenter , Security
"," Industry Top
"," Chennai / Tamil Nadu 
	- 600029
",https://www.fundoodata.com/companies-detail/Accel-Frontline-Ltd/44674.html?&pageno=158
Accel-Frontline-Services-Ltd-(Accel)," IT Software , QA -Testing
"," Industry Top
"," Chennai / Tamil Nadu 
	- 600029
",https://www.fundoodata.com/companies-detail/Accel-Frontline-Services-Ltd-(Accel)/17738.html?&pageno=159
Accel-Transmatic-Ltd," IT- Embedded ,  EDA , VLSI
"," Industry Top
"," Chennai / Tamil Nadu 
	- 600029
",https://www.fundoodata.com/companies-detail/Accel-Transmatic-Ltd/76018.html?&pageno=160
Accel-Tree-Software-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Pune / Maharashtra 
	- 411045
",https://www.fundoodata.com/companies-detail/Accel-Tree-Software-Pvt-Ltd/4539.html?&pageno=161
Acceletrade-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560066
",https://www.fundoodata.com/companies-detail/Acceletrade-Technologies-Pvt-Ltd/131995.html?&pageno=162
Accelon-Technologies-Pvt-Ltd," IT- ERP , CRM
"," SMEs
"," Pune / Maharashtra 
	- 411045
",https://www.fundoodata.com/companies-detail/Accelon-Technologies-Pvt-Ltd/44979.html?&pageno=163
,,,,
Acceltech-Softwares-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Patna / Bihar 
	- 800001
",https://www.fundoodata.com/companies-detail/Acceltech-Softwares-Pvt-Ltd/112789.html?&pageno=164
Accelya-Kale-Solutions-Ltd," IT Software , QA -Testing
"," Industry Top
"," Mumbai / Maharashtra 
	- 400602
",https://www.fundoodata.com/companies-detail/Accelya-Kale-Solutions-Ltd/3548.html?&pageno=165
Accent-Consulting," IT- ERP , CRM
"," SMEs
"," Noida / Uttar Pradesh 
	- 201301
",https://www.fundoodata.com/companies-detail/Accent-Consulting/2483.html?&pageno=166
Accent-Overseas-Pvt-Ltd-(-Naukriguru.com-)," IT Software , QA -Testing
"," SMEs
"," Noida / Uttar Pradesh 
	- 201301
",https://www.fundoodata.com/companies-detail/Accent-Overseas-Pvt-Ltd-(-Naukriguru.com-)/78201.html?&pageno=167
Accenture-Services-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Bangalore / Bengaluru / Karnataka 
	- 560029
",https://www.fundoodata.com/companies-detail/Accenture-Services-Pvt-Ltd/4451.html?&pageno=168
Access-Automation-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560082
",https://www.fundoodata.com/companies-detail/Access-Automation-Pvt-Ltd/38032.html?&pageno=169
Access-Infotech-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Mohali / Chandigarh 
	- 160022
",https://www.fundoodata.com/companies-detail/Access-Infotech-Pvt-Ltd/72780.html?&pageno=170
Access-Net-IT-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," New Delhi / Delhi 
	- 110066
",https://www.fundoodata.com/companies-detail/Access-Net-IT-Solutions-Pvt-Ltd/79494.html?&pageno=171
Access-STB-Labs-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560062
",https://www.fundoodata.com/companies-detail/Access-STB-Labs-Pvt-Ltd/76176.html?&pageno=172
Access-Systems," IT Software , QA -Testing
"," SMEs
"," Mumbai / Maharashtra 
	- 400009
",https://www.fundoodata.com/companies-detail/Access-Systems/84977.html?&pageno=173
Access-Technical-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Noida / Uttar Pradesh 
	- 201301
",https://www.fundoodata.com/companies-detail/Access-Technical-Solutions-Pvt-Ltd/149949.html?&pageno=174
Access-Technology," IT Software , QA -Testing
"," SMEs
"," Noida / Uttar Pradesh 
	- 201301
",https://www.fundoodata.com/companies-detail/Access-Technology/3845.html?&pageno=175
Acclaim-Global-Education-Pvt-ltd," IT Software , QA -Testing
"," MNC
"," Hyderabad / Telangana 
	- 500081
",https://www.fundoodata.com/companies-detail/Acclaim-Global-Education-Pvt-ltd/51517.html?&pageno=176
Acclary-Consulting-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600002
",https://www.fundoodata.com/companies-detail/Acclary-Consulting-Pvt-Ltd/142692.html?&pageno=177
Accord-Fintech-Pvt-Ltd," IT Software , QA -Testing, IT- Embedded ,  EDA , VLSI, IT- ERP , CRM, IT- Hardware, IT- Network Admin , Database , Datacenter , Security, IT- Telecom, Associations, IT- Consulting
"," SMEs
"," Mumbai / Maharashtra 
	- 400705
",https://www.fundoodata.com/companies-detail/Accord-Fintech-Pvt-Ltd/58637.html?&pageno=178
Accord-Info-Matrix," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600015
",https://www.fundoodata.com/companies-detail/Accord-Info-Matrix/118195.html?&pageno=179
Accord-Software-&-Systems-Pvt-Ltd," IT Software , QA -Testing
"," Industry Top
"," Bangalore / Bengaluru / Karnataka 
	- 560071
",https://www.fundoodata.com/companies-detail/Accord-Software-&-Systems-Pvt-Ltd/38558.html?&pageno=180
Accost-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Chandigarh / Chandigarh 
	- 160036
",https://www.fundoodata.com/companies-detail/Accost-Technologies-Pvt-Ltd/119033.html?&pageno=181
Accredit-Screening-Services-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560003
",https://www.fundoodata.com/companies-detail/Accredit-Screening-Services-Pvt-Ltd/117539.html?&pageno=182
Accrete-Hitech-Solutions-Pvt-Ltd," Machineries , Instruments, IT- Consulting
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560066
",https://www.fundoodata.com/companies-detail/Accrete-Hitech-Solutions-Pvt-Ltd/150050.html?&pageno=183
,,,,
Accrete-InfoSolution-Technologies-LLP-(AITL)," IT Software , QA -Testing, IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Ahmedabad / Gujarat 
	- 382002
",https://www.fundoodata.com/companies-detail/Accrete-InfoSolution-Technologies-LLP-(AITL)/155590.html?&pageno=184
Acctel-Systems-Pvt-Ltd," IT Software , QA -Testing, IT- ERP , CRM
"," SMEs
"," Pune / Maharashtra 
	- 411045
",https://www.fundoodata.com/companies-detail/Acctel-Systems-Pvt-Ltd/101499.html?&pageno=185
Accudata-Networks-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Kochi / Kerala 
	- 682035
",https://www.fundoodata.com/companies-detail/Accudata-Networks-Pvt-Ltd/57650.html?&pageno=186
Accura-Infotech-Pvt-Ltd," IT- Hardware
"," SMEs
"," Mumbai / Maharashtra 
	- 400071
",https://www.fundoodata.com/companies-detail/Accura-Infotech-Pvt-Ltd/88156.html?&pageno=187
Accurate-Info-Soft-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," New Delhi / Delhi 
	- 110035
",https://www.fundoodata.com/companies-detail/Accurate-Info-Soft-Pvt-Ltd/43694.html?&pageno=188
Accurate-Infomedia-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Ahmedabad / Gujarat 
	- 380009
",https://www.fundoodata.com/companies-detail/Accurate-Infomedia-Pvt-Ltd/80880.html?&pageno=189
Accutech-Power-Solutions-Pvt-Ltd," IT- Hardware
"," Industry Top
"," Mumbai / Maharashtra 
	- 400058
",https://www.fundoodata.com/companies-detail/Accutech-Power-Solutions-Pvt-Ltd/61784.html?&pageno=190
Accuversa," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560017
",https://www.fundoodata.com/companies-detail/Accuversa/84771.html?&pageno=191
Ace-Data-Devices-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Gurgaon/Gurugram / Haryana 
	- 122002
",https://www.fundoodata.com/companies-detail/Ace-Data-Devices-Pvt-Ltd/35379.html?&pageno=192
Ace-InfoBanc-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," New Delhi / Delhi 
	- 110016
",https://www.fundoodata.com/companies-detail/Ace-InfoBanc-Pvt-Ltd/65526.html?&pageno=193
Ace-Infoway-India," IT Software , QA -Testing
"," Industry Top
"," Ahmedabad / Gujarat 
	- 380015
",https://www.fundoodata.com/companies-detail/Ace-Infoway-India/80912.html?&pageno=194
Ace-Labs-Solutions-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Madurai / Tamil Nadu 
	- 625014
",https://www.fundoodata.com/companies-detail/Ace-Labs-Solutions-Pvt-Ltd/149499.html?&pageno=195
ACE-Software-Exports-Ltd," IT Software , QA -Testing, Export Houses
"," SMEs
"," Rajkot / Gujarat 
	- 360001
",https://www.fundoodata.com/companies-detail/ACE-Software-Exports-Ltd/7063.html?&pageno=196
ACE-Software-Solutions-India-Pvt.-Ltd," IT Software , QA -Testing
"," Industry Top
"," Mumbai / Maharashtra 
	- 400096
",https://www.fundoodata.com/companies-detail/ACE-Software-Solutions-India-Pvt.-Ltd/63515.html?&pageno=197
ACE-Software-Solutions-Pvt-Ltd.," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600107
",https://www.fundoodata.com/companies-detail/ACE-Software-Solutions-Pvt-Ltd./69405.html?&pageno=198
Ace-Web-Academy," IT Software , QA -Testing
"," SMEs
"," Secunderabad / Andhra Pradesh 
	- 500026
",https://www.fundoodata.com/companies-detail/Ace-Web-Academy/119202.html?&pageno=199
Acebrain-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Pune / Maharashtra 
	- 411012
",https://www.fundoodata.com/companies-detail/Acebrain-Technologies-Pvt-Ltd/47953.html?&pageno=200
Aceicon-Information-Technology," IT Software , QA -Testing
"," SMEs
"," New Delhi / Delhi 
	- 110015
",https://www.fundoodata.com/companies-detail/Aceicon-Information-Technology/51772.html?&pageno=201
AceMicromatic-Manufacturing-Intelligence-Technologies-Pvt-Ltd-(-Pioneer-CT-)," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560022
",https://www.fundoodata.com/companies-detail/AceMicromatic-Manufacturing-Intelligence-Technologies-Pvt-Ltd-(-Pioneer-CT-)/53518.html?&pageno=202
Acer-India-Pvt-Ltd," IT- Hardware
"," MNC
"," Bangalore / Bengaluru / Karnataka 
	- 560025
",https://www.fundoodata.com/companies-detail/Acer-India-Pvt-Ltd/22943.html?&pageno=203
,,,,
Aces-Infotech-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Kolkata / West Bengal 
	- 700027
",https://www.fundoodata.com/companies-detail/Aces-Infotech-Pvt-Ltd/139624.html?&pageno=204
Acesoft-Labs-India-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560037
",https://www.fundoodata.com/companies-detail/Acesoft-Labs-India-Pvt-Ltd/74847.html?&pageno=205
Acevin-Solutions," IT- Embedded ,  EDA , VLSI
"," SMEs
"," Mumbai / Maharashtra 
	- 400060
",https://www.fundoodata.com/companies-detail/Acevin-Solutions/69191.html?&pageno=206
Aceware-Technologies-Pvt-Ltd," Management, IT- Consulting
"," SMEs
"," Thiruvananthapuram / Kerala 
	- 695017
",https://www.fundoodata.com/companies-detail/Aceware-Technologies-Pvt-Ltd/108870.html?&pageno=207
ACG-Infotech-Ltd," IT- ERP , CRM
"," SMEs
"," Noida / Uttar Pradesh 
	- 201301
",https://www.fundoodata.com/companies-detail/ACG-Infotech-Ltd/86061.html?&pageno=208
Achariya-Techno-Solutions-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security, Telecom VAS
"," Industry Top
"," Thiruvananthapuram / Kerala 
	- 695001
",https://www.fundoodata.com/companies-detail/Achariya-Techno-Solutions-Pvt-Ltd/130856.html?&pageno=209
Achariya-Technologies," IT Software , QA -Testing
"," SMEs
"," Jaipur / Rajasthan 
	- 302021
",https://www.fundoodata.com/companies-detail/Achariya-Technologies/124261.html?&pageno=210
Achieve-IT-Solutions-India-Pvt-Ltd," BPO , KPO , Call centre, IT Software , QA -Testing
"," Industry Top
"," Noida / Uttar Pradesh 
	- 201301
",https://www.fundoodata.com/companies-detail/Achieve-IT-Solutions-India-Pvt-Ltd/46380.html?&pageno=211
Achme-Communication," IT- Hardware
"," SMEs
"," Coimbatore / Tamil Nadu 
	- 641004
",https://www.fundoodata.com/companies-detail/Achme-Communication/124610.html?&pageno=212
Achuta-Software-Technologies," IT Software , QA -Testing, IT- Consulting
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560082
",https://www.fundoodata.com/companies-detail/Achuta-Software-Technologies/81417.html?&pageno=213
ACI-Worldwide-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Bangalore / Bengaluru / Karnataka 
	- 560008
",https://www.fundoodata.com/companies-detail/ACI-Worldwide-Solutions-Pvt-Ltd/16725.html?&pageno=214
ACID-Designs," Advertising , PR , MR, IT Software , QA -Testing
"," SMEs
"," Pune / Maharashtra 
	- 411005
",https://www.fundoodata.com/companies-detail/ACID-Designs/97031.html?&pageno=215
Acidaes-Solutions-Pvt-Ltd-(-CRMnext-)," IT- ERP , CRM
"," Industry Top
"," Noida / Uttar Pradesh 
	- 201309
",https://www.fundoodata.com/companies-detail/Acidaes-Solutions-Pvt-Ltd-(-CRMnext-)/81789.html?&pageno=216
Acism-Software-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Pune / Maharashtra 
	- 411052
",https://www.fundoodata.com/companies-detail/Acism-Software-Pvt-Ltd/79310.html?&pageno=217
ACL-Mobile-Ltd," IT- Telecom
"," Industry Top
"," Noida / Uttar Pradesh 
	- 201301
",https://www.fundoodata.com/companies-detail/ACL-Mobile-Ltd/4486.html?&pageno=218
Acliv-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560099
",https://www.fundoodata.com/companies-detail/Acliv-Technologies-Pvt-Ltd/126351.html?&pageno=219
Acma-Computers-Ltd," IT- Hardware
"," Industry Top
"," Mumbai / Maharashtra 
	- 400093
",https://www.fundoodata.com/companies-detail/Acma-Computers-Ltd/78123.html?&pageno=220
Acme-Digitek-Solutions-Pvt-Ltd," IT- Hardware
"," SMEs
"," Lucknow / Uttar Pradesh 
	- 226001
",https://www.fundoodata.com/companies-detail/Acme-Digitek-Solutions-Pvt-Ltd/83356.html?&pageno=221
Acme-Infosystem-Professionals," IT Software , QA -Testing
"," SMEs
"," Mohali / Chandigarh 
	- 140110
",https://www.fundoodata.com/companies-detail/Acme-Infosystem-Professionals/148417.html?&pageno=222
ACME-Infovision-Systems-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Satara / Maharashtra 
	- 415004
",https://www.fundoodata.com/companies-detail/ACME-Infovision-Systems-Pvt-Ltd/131999.html?&pageno=223
,,,,
Acme-Microsystems," IT- Consulting
"," SMEs
"," Kolkata / West Bengal 
	- 700028
",https://www.fundoodata.com/companies-detail/Acme-Microsystems/110833.html?&pageno=224
Acmez-Business-Solutions," IT- Consulting
"," SMEs
"," Roorkee / Uttaranchal 
	- 247667
",https://www.fundoodata.com/companies-detail/Acmez-Business-Solutions/117757.html?&pageno=225
